School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
Venture Academy,39103973930476,San Joaquin County Office of Education,47,491.0,456.0,458.0,13.0,27.66%
Escalon High,39685023932308,Escalon Unified,81,493.0,498.0,486.0,40.0,49.38%
Lincoln High,39685693933801,Lincoln Unified,251,499.0,529.0,498.0,135.0,53.78%
Linden High,39685773933959,Linden Unified,69,498.0,483.0,487.0,29.0,42.03%
Aspire Benjamin Holt College Preparatory Academy,39685850101956,Lodi Unified,71,500.0,502.0,503.0,32.0,45.07%
Ronald E. McNair High,39685850108225,Lodi Unified,156,440.0,451.0,436.0,37.0,23.72%
Rio Valley Charter,39685850122580,Lodi Unified,2,,,,,null%
Bear Creek High,39685853930237,Lodi Unified,187,478.0,510.0,467.0,81.0,43.32%
Independence,39685853930344,Lodi Unified,1,,,,,null%
Middle College High,39685853930443,Lodi Unified,53,569.0,572.0,565.0,46.0,86.79%
Tokay High,39685853934759,Lodi Unified,150,493.0,502.0,485.0,60.0,40%
Lodi High,39685853934783,Lodi Unified,181,498.0,520.0,501.0,92.0,50.83%
Weston Ranch High,39685930101576,Manteca Unified,96,458.0,461.0,454.0,26.0,27.08%
New Vision High,39685930112565,Manteca Unified,1,,,,,null%
Lathrop High,39685930116376,Manteca Unified,143,442.0,432.0,432.0,22.0,15.38%
Manteca Unified Vocational Academy,39685930126094,Manteca Unified,0,,,,,null%
Sierra High,39685933930310,Manteca Unified,140,483.0,478.0,463.0,55.0,39.29%
East Union High,39685933932001,Manteca Unified,139,482.0,485.0,474.0,56.0,40.29%
Manteca High,39685933935103,Manteca Unified,129,481.0,484.0,467.0,49.0,37.98%
"Humphreys College Academy of Business, Law and Edu",39686270126755,New Jerusalem Elementary,23,420.0,449.0,424.0,4.0,17.39%
California Virtual Academy @ San Joaquin,39686270127191,New Jerusalem Elementary,0,,,,,null%
Renew Virtual Academy K12 #1,39686270129361,New Jerusalem Elementary,0,,,,,null%
Academy of Arts and Sciences: San Joaquin,39686270129890,New Jerusalem Elementary,0,,,,,null%
Valley View Charter Prep,39686270129916,New Jerusalem Elementary,0,,,,,null%
Delta Charter Online,39686270130864,New Jerusalem Elementary,0,,,,,null%
Delta Charter,39686276119309,New Jerusalem Elementary,17,474.0,439.0,468.0,7.0,41.18%
California Connections Academy @ Ripon,39686500125849,Ripon Unified,11,542.0,487.0,535.0,6.0,54.55%
Ripon High,39686503935756,Ripon Unified,101,497.0,494.0,487.0,41.0,40.59%
Cesar Chavez High,39686760108159,Stockton Unified,148,413.0,410.0,417.0,18.0,12.16%
Edward C. Merlo Institute of Environmental Studies,39686760115402,Stockton Unified,22,359.0,361.0,370.0,0.0,0%
Aspire Langston Hughes Academy,39686760118497,Stockton Unified,51,407.0,431.0,408.0,9.0,17.65%
Stockton Unified Early College Academy,39686760119743,Stockton Unified,91,531.0,551.0,519.0,62.0,68.13%
Stockton High,39686760119784,Stockton Unified,0,,,,,null%
Stockton Collegiate International Secondary,39686760120733,Stockton Unified,24,496.0,436.0,475.0,6.0,25%
Health Careers Academy,39686760123802,Stockton Unified,77,421.0,416.0,418.0,14.0,18.18%
Pacific Law Academy,39686760124248,Stockton Unified,0,,,,,null%
Weber Institute,39686763930427,Stockton Unified,13,440.0,431.0,420.0,2.0,15.38%
Edison High,39686763932100,Stockton Unified,165,419.0,435.0,420.0,27.0,16.36%
Franklin High,39686763932654,Stockton Unified,194,431.0,433.0,423.0,29.0,14.95%
Stagg Senior High,39686763937406,Stockton Unified,94,426.0,425.0,425.0,17.0,18.09%
Millennium Charter,39754990102392,Tracy Joint Unified,67,483.0,487.0,480.0,23.0,34.33%
John C. Kimball High,39754990119040,Tracy Joint Unified,216,500.0,509.0,500.0,103.0,47.69%
Merrill F. West High,39754993930302,Tracy Joint Unified,198,491.0,504.0,479.0,86.0,43.43%
Tracy High,39754993938008,Tracy Joint Unified,197,499.0,508.0,496.0,88.0,44.67%
Grizzly ChalleNGe Charter,40104050101725,San Luis Obispo County Office of Education,0,,,,,null%
San Luis Obispo County Juvenile Court,40104054030078,San Luis Obispo County Office of Education,1,,,,,null%
West Mall Alternative,40687004030102,Atascadero Unified,1,,,,,null%
Atascadero High,40687004030755,Atascadero Unified,130,546.0,532.0,521.0,89.0,68.46%
Nipomo High,40687594030268,Lucia Mar Unified,86,508.0,511.0,490.0,40.0,46.51%
Arroyo Grande High,40687594030557,Lucia Mar Unified,231,535.0,543.0,524.0,146.0,63.2%
Morro Bay High,40688094034807,San Luis Coastal Unified,81,544.0,551.0,512.0,51.0,62.96%
San Luis Obispo High,40688094036703,San Luis Coastal Unified,222,572.0,571.0,549.0,164.0,73.87%
Shandon High,40688334037008,Shandon Joint Unified,2,,,,,null%
Templeton Independent Study High,40688414030185,Templeton Unified,6,,,,,null%
Templeton High,40688414037701,Templeton Unified,115,535.0,524.0,521.0,71.0,61.74%
Independence High,40754570119354,Paso Robles Joint Unified,1,,,,,null%
Paso Robles High,40754574035754,Paso Robles Joint Unified,176,508.0,504.0,490.0,86.0,48.86%
Coast Union High,40754654032009,Coast Unified,18,522.0,506.0,486.0,9.0,50%
Half Moon Bay High,41688904132817,Cabrillo Unified,136,525.0,525.0,524.0,85.0,62.5%
California Virtual Academy @ San Mateo,41689160112284,Jefferson Elementary,9,,,,,null%
Jefferson High,41689244133393,Jefferson Union High,110,455.0,468.0,451.0,31.0,28.18%
Oceana High,41689244135075,Jefferson Union High,89,534.0,550.0,532.0,58.0,65.17%
Terra Nova High,41689244137535,Jefferson Union High,126,537.0,548.0,523.0,85.0,67.46%
Westmoor High,41689244137790,Jefferson Union High,179,498.0,540.0,496.0,93.0,51.96%
Pescadero High,41689404135331,La Honda-Pescadero Unified,10,,,,,null%
Aspire East Palo Alto Charter,41689996114953,Ravenswood City Elementary,0,,,,,null%
Peninsula High,41690470128165,San Mateo Union High,0,,,,,null%
Aragon High,41690474130217,San Mateo Union High,231,567.0,581.0,572.0,167.0,72.29%
Burlingame High,41690474130472,San Mateo Union High,188,557.0,586.0,560.0,146.0,77.66%
Capuchino High,41690474130738,San Mateo Union High,137,495.0,508.0,487.0,63.0,45.99%
Hillsdale High,41690474133070,San Mateo Union High,201,524.0,554.0,520.0,120.0,59.7%
Mills High,41690474134557,San Mateo Union High,222,545.0,592.0,543.0,163.0,73.42%
San Mateo High,41690474136370,San Mateo Union High,210,558.0,576.0,559.0,144.0,68.57%
Summit Preparatory Charter High,41690620112722,Sequoia Union High,39,532.0,531.0,522.0,23.0,58.97%
Everest Public High,41690620119503,Sequoia Union High,53,553.0,551.0,538.0,36.0,67.92%
East Palo Alto Academy,41690620126722,Sequoia Union High,21,385.0,422.0,403.0,2.0,9.52%
Carlmont High,41690624130993,Sequoia Union High,349,575.0,604.0,569.0,289.0,82.81%
Menlo-Atherton High,41690624133716,Sequoia Union High,295,580.0,593.0,575.0,215.0,72.88%
Redwood High,41690624135687,Sequoia Union High,1,,,,,null%
Sequoia High,41690624136693,Sequoia Union High,270,510.0,536.0,526.0,147.0,54.44%
Woodside High,41690624138053,Sequoia Union High,208,500.0,510.0,499.0,108.0,51.92%
El Camino High,41690704132551,South San Francisco Unified,198,491.0,517.0,479.0,85.0,42.93%
South San Francisco High,41690704137279,South San Francisco Unified,143,481.0,499.0,477.0,55.0,38.46%
Colusa Alternative High (Continuation),6615980630012,Colusa Unified,1,,,,,null%
Colusa Alternative Home,6615980630046,Colusa Unified,0,,,,,null%
Colusa High,6615980631259,Colusa Unified,37,472.0,501.0,454.0,14.0,37.84%
Maxwell Jr/Sr High,6616060634758,Maxwell Unified,13,466.0,442.0,449.0,4.0,30.77%
Pierce High,6616140635250,Pierce Joint Unified,27,458.0,443.0,432.0,8.0,29.63%
Williams Junior/Senior High,6616220637504,Williams Unified,26,467.0,448.0,474.0,6.0,23.08%
Family Partnership Home Study Charter,42691120111773,Blochman Union Elementary,0,,,,,null%
Carpinteria Senior High,42691464230587,Carpinteria Unified,67,479.0,499.0,470.0,27.0,40.3%
Cabrillo High,42692294230454,Lompoc Unified,91,528.0,520.0,504.0,56.0,61.54%
Lompoc High,42692294233060,Lompoc Unified,54,474.0,478.0,464.0,21.0,38.89%
Olive Grove,42692454230199,Los Olivos Elementary,3,,,,,null%
Orcutt Academy Charter,42692600116434,Orcutt Union Elementary,84,514.0,508.0,492.0,47.0,55.95%
Pioneer Valley High,42693100102285,Santa Maria Joint Union High,173,455.0,463.0,451.0,46.0,26.59%
Ernest Righetti High,42693104234613,Santa Maria Joint Union High,181,486.0,500.0,482.0,78.0,43.09%
Santa Maria High,42693104236030,Santa Maria Joint Union High,173,416.0,447.0,415.0,24.0,13.87%
Santa Ynez Valley Union High,42693284236345,Santa Ynez Valley Union High,147,521.0,530.0,516.0,87.0,59.18%
Cuyama Valley High,42750104231205,Cuyama Joint Unified,3,,,,,null%
Alta Vista Alternative High,42767860120402,Santa Barbara Unified,12,568.0,548.0,558.0,10.0,83.33%
Dos Pueblos Senior High,42767864231726,Santa Barbara Unified,325,539.0,557.0,529.0,204.0,62.77%
San Marcos Senior High,42767864235230,Santa Barbara Unified,201,518.0,532.0,514.0,116.0,57.71%
Santa Barbara Senior High,42767864235727,Santa Barbara Unified,257,537.0,539.0,529.0,159.0,61.87%
Leadership Public Schools - San Jose,43104390102905,Santa Clara County Office of Education,49,377.0,392.0,381.0,2.0,4.08%
University Preparatory Academy Charter,43104390113431,Santa Clara County Office of Education,74,535.0,546.0,537.0,46.0,62.16%
Magnolia Science Academy Santa Clara,43104390120261,Santa Clara County Office of Education,3,,,,,null%
Silicon Valley Flex Academy,43104390121780,Santa Clara County Office of Education,6,,,,,null%
Summit Public School: Tahoma,43104390123794,Santa Clara County Office of Education,61,490.0,483.0,483.0,22.0,36.07%
Leigh High,43694014330239,Campbell Union High,226,551.0,573.0,544.0,158.0,69.91%
Boynton High,43694014330759,Campbell Union High,2,,,,,null%
Branham High,43694014330866,Campbell Union High,216,539.0,543.0,540.0,137.0,63.43%
Del Mar High,43694014331955,Campbell Union High,93,468.0,465.0,459.0,31.0,33.33%
Prospect High,43694014336137,Campbell Union High,153,534.0,552.0,531.0,98.0,64.05%
Westmont High,43694014338505,Campbell Union High,202,528.0,537.0,529.0,125.0,61.88%
"Escuela Popular/Center for Training and Careers, F",43694270107151,East Side Union High,0,,,,,null%
KIPP San Jose Collegiate,43694270116889,East Side Union High,43,467.0,508.0,482.0,16.0,37.21%
Summit Public School: Rainier,43694270123745,East Side Union High,52,488.0,497.0,493.0,25.0,48.08%
Calero High,43694270125427,East Side Union High,0,,,,,null%
Yerba Buena High,43694274330015,East Side Union High,179,450.0,487.0,454.0,59.0,32.96%
Santa Teresa High,43694274330023,East Side Union High,300,516.0,536.0,508.0,169.0,56.33%
Independence High,43694274330031,East Side Union High,375,491.0,524.0,493.0,185.0,49.33%
Apollo High,43694274330361,East Side Union High,8,,,,,null%
Latino College Preparatory Academy,43694274330668,East Side Union High,61,367.0,383.0,380.0,0.0,0%
San Jose Conservation Corps Charter,43694274330676,East Side Union High,0,,,,,null%
Evergreen Valley High,43694274330692,East Side Union High,452,558.0,601.0,565.0,334.0,73.89%
Escuela Popular Accelerated Family Learning,43694274330726,East Side Union High,0,,,,,null%
Andrew P. Hill High,43694274332995,East Side Union High,193,492.0,527.0,493.0,95.0,49.22%
James Lick High,43694274333639,East Side Union High,117,440.0,467.0,440.0,35.0,29.91%
Mount Pleasant High,43694274334900,East Side Union High,166,448.0,481.0,442.0,43.0,25.9%
Oak Grove High,43694274335204,East Side Union High,177,494.0,519.0,487.0,87.0,49.15%
William C. Overfelt High,43694274335428,East Side Union High,115,434.0,471.0,429.0,30.0,26.09%
Piedmont Hills High,43694274335907,East Side Union High,364,527.0,570.0,538.0,233.0,64.01%
Silver Creek High,43694274337903,East Side Union High,308,516.0,551.0,511.0,179.0,58.12%
Cupertino High,43694684331799,Fremont Union High,362,598.0,660.0,619.0,315.0,87.02%
Fremont High,43694684332474,Fremont Union High,230,522.0,555.0,525.0,137.0,59.57%
Homestead High,43694684333316,Fremont Union High,412,586.0,627.0,591.0,338.0,82.04%
Lynbrook High,43694684334421,Fremont Union High,398,639.0,698.0,664.0,382.0,95.98%
Monta Vista High,43694684334462,Fremont Union High,513,638.0,691.0,657.0,487.0,94.93%
Dr. T. J. Owens Gilroy Early College Academy,43694840114496,Gilroy Unified,43,567.0,563.0,552.0,30.0,69.77%
Christopher High,43694840118380,Gilroy Unified,232,489.0,487.0,484.0,94.0,40.52%
Gilroy High,43694844332839,Gilroy Unified,103,465.0,476.0,464.0,35.0,33.98%
Los Gatos High,43695344334371,Los Gatos-Saratoga Joint Union High,379,595.0,608.0,589.0,328.0,86.54%
Saratoga High,43695344337762,Los Gatos-Saratoga Joint Union High,319,639.0,674.0,650.0,302.0,94.67%
Ann Sobrato High,43695830102368,Morgan Hill Unified,161,522.0,536.0,515.0,101.0,62.73%
Live Oak High,43695834333951,Morgan Hill Unified,149,479.0,473.0,474.0,55.0,36.91%
Los Altos High,43696094334116,Mountain View-Los Altos Union High,246,611.0,636.0,622.0,217.0,88.21%
Mountain View High,43696094334728,Mountain View-Los Altos Union High,336,594.0,617.0,589.0,271.0,80.65%
Henry M. Gunn High,43696414332904,Palo Alto Unified,330,642.0,686.0,646.0,310.0,93.94%
Palo Alto High,43696414335782,Palo Alto Unified,370,627.0,657.0,624.0,330.0,89.19%
Gunderson High,43696664330080,San Jose Unified,111,477.0,474.0,461.0,44.0,39.64%
Liberty High (Alternative),43696664330502,San Jose Unified,1,,,,,null%
Downtown College Preparatory,43696664330585,San Jose Unified,3,,,,,null%
Middle College High,43696664330593,San Jose Unified,0,,,,,null%
Broadway High,43696664332110,San Jose Unified,1,,,,,null%
Leland High,43696664333522,San Jose Unified,339,600.0,641.0,603.0,293.0,86.43%
Abraham Lincoln High,43696664333795,San Jose Unified,195,489.0,491.0,484.0,79.0,40.51%
Pioneer High,43696664335949,San Jose Unified,259,530.0,540.0,531.0,159.0,61.39%
San José High,43696664337200,San Jose Unified,111,442.0,450.0,455.0,27.0,24.32%
Willow Glen High,43696664338950,San Jose Unified,180,501.0,508.0,496.0,90.0,50%
Santa Clara High,43696744330122,Santa Clara Unified,230,512.0,522.0,504.0,121.0,52.61%
Wilson Alternative,43696744330247,Santa Clara Unified,1,,,,,null%
Adrian Wilcox High,43696744338802,Santa Clara Unified,231,521.0,540.0,526.0,136.0,58.87%
Milpitas High,43733874334470,Milpitas Unified,450,527.0,563.0,524.0,279.0,62%
Pacific Collegiate Charter,44104474430252,Santa Cruz County Office of Education,66,638.0,638.0,630.0,62.0,93.94%
Cypress Charter High,44697650100305,Live Oak Elementary,17,549.0,462.0,506.0,10.0,58.82%
Pajaro Valley High,44697990105858,Pajaro Valley Unified,115,433.0,436.0,430.0,21.0,18.26%
Ceiba College Preparatory Academy,44697990117804,Pajaro Valley Unified,1,,,,,null%
Pacific Coast Charter,44697994430229,Pajaro Valley Unified,3,,,,,null%
Aptos High,44697994430518,Pajaro Valley Unified,152,532.0,529.0,521.0,91.0,59.87%
Watsonville High,44697994437901,Pajaro Valley Unified,182,437.0,452.0,433.0,38.0,20.88%
Ocean Grove Charter,44698070110007,San Lorenzo Valley Unified,20,620.0,546.0,554.0,15.0,75%
SLVUSD Charter,44698074430179,San Lorenzo Valley Unified,0,,,,,null%
San Lorenzo Valley High,44698074436754,San Lorenzo Valley Unified,94,535.0,521.0,517.0,52.0,55.32%
Ark Independent Studies,44698234430096,Santa Cruz City High,1,,,,,null%
Delta Charter,44698234430187,Santa Cruz City High,1,,,,,null%
Alternative Family Education,44698234430195,Santa Cruz City High,0,,,,,null%
Harbor High,44698234432340,Santa Cruz City High,123,498.0,518.0,497.0,60.0,48.78%
Santa Cruz High,44698234437109,Santa Cruz City High,161,555.0,570.0,547.0,116.0,72.05%
Soquel High,44698234437406,Santa Cruz City High,127,534.0,505.0,532.0,85.0,66.93%
Scotts Valley High,44754324430211,Scotts Valley Unified,121,550.0,551.0,547.0,88.0,72.73%
West Valley High,45698564530028,Anderson Union High,65,498.0,512.0,480.0,35.0,53.85%
Oakview High (Alternative),45698564530051,Anderson Union High,0,,,,,null%
Anderson New Technology High,45698564530333,Anderson Union High,10,,,,,null%
Anderson High,45698564530804,Anderson Union High,22,472.0,484.0,455.0,8.0,36.36%
Burney Junior-Senior High,45699894531000,Fall River Joint Unified,4,,,,,null%
Fall River Junior-Senior High,45699894533600,Fall River Joint Unified,17,508.0,535.0,511.0,10.0,58.82%
Stellar Secondary Charter High,45701104530341,Redding Elementary,2,,,,,null%
University Preparatory,45701360106013,Shasta Union High,74,577.0,568.0,551.0,59.0,79.73%
Foothill High,45701364530044,Shasta Union High,60,557.0,577.0,528.0,46.0,76.67%
Shasta Charter Academy,45701364530267,Shasta Union High,8,,,,,null%
North State Independence High,45701364530309,Shasta Union High,0,,,,,null%
Enterprise High,45701364532750,Shasta Union High,70,536.0,544.0,507.0,40.0,57.14%
Shasta High,45701364537304,Shasta Union High,90,554.0,549.0,546.0,61.0,67.78%
Northern Summit Academy,45701690129957,Whitmore Union Elementary,0,,,,,null%
Academy of Personalized Learning,45752670120170,Gateway Unified,9,,,,,null%
Gateway Educational Options,45752674530101,Gateway Unified,0,,,,,null%
Central Valley High,45752674531901,Gateway Unified,38,483.0,487.0,467.0,15.0,39.47%
Downieville Junior-Senior High,46701774632303,Sierra-Plumas Joint Unified,1,,,,,null%
Loyalton High,46701774634259,Sierra-Plumas Joint Unified,9,,,,,null%
Golden Eagle Charter,47104700117168,Siskiyou County Office of Education,1,,,,,null%
Dunsmuir High,47702504732707,Dunsmuir Joint Union High,3,,,,,null%
Happy Camp High,47704664734356,Siskiyou Union High,7,,,,,null%
Mt. Shasta High,47704664735403,Siskiyou Union High,32,529.0,501.0,513.0,17.0,53.13%
Weed High,47704664738753,Siskiyou Union High,16,474.0,481.0,467.0,8.0,50%
Yreka High,47705164739207,Yreka Union High,53,517.0,520.0,482.0,24.0,45.28%
Butte Valley High,47736844731253,Butte Valley Unified,3,,,,,null%
Etna Union High,47764554733309,Scott Valley Unified,21,527.0,516.0,488.0,11.0,52.38%
Benicia High,48705244831004,Benicia Unified,183,554.0,560.0,538.0,126.0,68.85%
Dixon High,48705324832259,Dixon Unified,133,489.0,517.0,472.0,65.0,48.87%
Matt Garcia Learning Center,48705400123356,Fairfield-Suisun Unified,0,,,,,null%
Angelo Rodriguez High,48705404830170,Fairfield-Suisun Unified,251,490.0,487.0,489.0,111.0,44.22%
Armijo High,48705404830451,Fairfield-Suisun Unified,181,498.0,504.0,494.0,80.0,44.2%
Fairfield High,48705404833000,Fairfield-Suisun Unified,89,458.0,453.0,451.0,25.0,28.09%
Vanden High,48705654838801,Travis Unified,180,513.0,510.0,504.0,98.0,54.44%
Will C. Wood High,48705734830089,Vacaville Unified,137,487.0,523.0,475.0,59.0,43.07%
Elise P. Buckingham Charter Magnet High,48705734830113,Vacaville Unified,51,545.0,537.0,533.0,39.0,76.47%
Vacaville High,48705734837803,Vacaville Unified,237,499.0,515.0,492.0,127.0,53.59%
Jesse M. Bethel High,48705814830147,Vallejo City Unified,144,453.0,464.0,447.0,45.0,31.25%
MIT Academy,48705814830196,Vallejo City Unified,0,,,,,null%
Vallejo High,48705814838504,Vallejo City Unified,92,434.0,426.0,418.0,16.0,17.39%
Analy High,49706074930400,West Sonoma County Union High,154,551.0,563.0,544.0,109.0,70.78%
El Molino High,49706074931507,West Sonoma County Union High,65,532.0,523.0,514.0,38.0,58.46%
Cloverdale High,49706564930855,Cloverdale Unified,37,465.0,473.0,468.0,10.0,27.03%
Geyserville New Tech Academy,49707060129981,Geyserville Unified,0,,,,,null%
Pathways Charter,49707306120588,Harmony Union Elementary,5,,,,,null%
California Virtual Academy @ Sonoma,49707970107284,Liberty Elementary,4,,,,,null%
Pivot Online Charter - North Bay,49708390120584,Oak Grove Union Elementary,2,,,,,null%
Gateway to College Academy,49708620128157,Petaluma Joint Union High,0,,,,,null%
Casa Grande High,49708624930012,Petaluma Joint Union High,201,526.0,549.0,525.0,124.0,61.69%
Valley Oaks High (Alternative),49708624930236,Petaluma Joint Union High,2,,,,,null%
Petaluma High,49708624935151,Petaluma Joint Union High,174,560.0,553.0,550.0,131.0,75.29%
Northwest Prep Charter,49708700106344,Piner-Olivet Union Elementary,1,,,,,null%
Roseland Charter,49709040101923,Roseland,80,406.0,406.0,410.0,7.0,8.75%
Abraxis Charter,49709200108811,Santa Rosa High,0,,,,,null%
Elsie Allen High,49709204930160,Santa Rosa High,52,451.0,476.0,457.0,12.0,23.08%
Maria Carrillo High,49709204930244,Santa Rosa High,180,571.0,587.0,563.0,145.0,80.56%
Montgomery High,49709204934154,Santa Rosa High,147,540.0,563.0,535.0,98.0,66.67%
Piner High,49709204935292,Santa Rosa High,71,480.0,490.0,476.0,30.0,42.25%
Santa Rosa High,49709204936803,Santa Rosa High,142,554.0,550.0,549.0,100.0,70.42%
Sonoma Valley High,49709534937256,Sonoma Valley Unified,139,478.0,496.0,481.0,61.0,43.88%
Orchard View,49709614930319,Twin Hills Union Elementary,5,,,,,null%
Credo High,49738820123786,Cotati-Rohnert Park Unified,0,,,,,null%
Academy of Arts and Sciences: Sonoma,49738820127092,Cotati-Rohnert Park Unified,2,,,,,null%
Technology High,49738824930384,Cotati-Rohnert Park Unified,35,574.0,587.0,567.0,30.0,85.71%
Rancho Cotate High,49738824935482,Cotati-Rohnert Park Unified,118,478.0,484.0,467.0,40.0,33.9%
Windsor High,49753584930228,Windsor Unified,160,518.0,496.0,516.0,86.0,53.75%
Healdsburg High,49753904932554,Healdsburg Unified,55,518.0,526.0,508.0,31.0,56.36%
Stanislaus Alternative Charter,50105040129023,Stanislaus County Office of Education,0,,,,,null%
Valley Charter High,50105045030234,Stanislaus County Office of Education,15,523.0,476.0,489.0,8.0,53.33%
Whitmore Charter High,50710430107136,Ceres Unified,18,561.0,522.0,542.0,11.0,61.11%
Central Valley High,50710430108076,Ceres Unified,203,434.0,434.0,433.0,43.0,21.18%
Endeavor Alternative,50710435030168,Ceres Unified,0,,,,,null%
Ceres High,50710435030879,Ceres Unified,147,458.0,464.0,450.0,44.0,29.93%
Denair Charter Academy,50710685030267,Denair Unified,2,,,,,null%
Denair High,50710685031521,Denair Unified,44,473.0,450.0,449.0,11.0,25%
Hart-Ransom Academic Charter,50710926112965,Hart-Ransom Union Elementary,2,,,,,null%
Keyes to Learning Charter,50711346113286,Keyes Union,6,,,,,null%
James C. Enochs High,50711750110593,Modesto City High,245,499.0,514.0,487.0,118.0,48.16%
Aspire Vanguard College Preparatory Academy,50711750120212,Modesto City High,10,,,,,null%
Joseph A. Gregori High,50711750121129,Modesto City High,233,480.0,479.0,465.0,82.0,35.19%
Fred C. Beyer High,50711755030010,Modesto City High,152,509.0,509.0,489.0,75.0,49.34%
Peter Johansen High,50711755030135,Modesto City High,140,449.0,446.0,435.0,33.0,23.57%
Grace M. Davis High,50711755031380,Modesto City High,81,460.0,454.0,442.0,21.0,25.93%
Thomas Downey High,50711755031802,Modesto City High,136,494.0,499.0,483.0,62.0,45.59%
Modesto High,50711755034905,Modesto City High,247,481.0,484.0,479.0,101.0,40.89%
Del Puerto High,50712175030127,Patterson Joint Unified,1,,,,,null%
Patterson High,50712175036256,Patterson Joint Unified,162,440.0,435.0,437.0,34.0,20.99%
Orestimba High,50736015035902,Newman-Crows Landing Unified,76,428.0,452.0,444.0,22.0,28.95%
Hughson High,50755495032651,Hughson Unified,87,471.0,476.0,456.0,26.0,29.89%
Riverbank High,50755565036850,Riverbank Unified,66,433.0,458.0,434.0,16.0,24.24%
Oakdale Charter High,50755645030176,Oakdale Joint Unified,2,,,,,null%
Valley Oak Junior and Senior High,50755645030192,Oakdale Joint Unified,0,,,,,null%
Oakdale High,50755645035654,Oakdale Joint Unified,138,509.0,511.0,502.0,64.0,46.38%
Waterford High,50755725030259,Waterford Unified,57,464.0,481.0,465.0,21.0,36.84%
Connecting Waters Charter,50755725030317,Waterford Unified,34,541.0,506.0,504.0,18.0,52.94%
eCademy Charter at Crane,50757390124669,Turlock Unified,1,,,,,null%
Fusion Charter,50757390131185,Turlock Unified,0,,,,,null%
John H. Pitman High,50757395030283,Turlock Unified,234,483.0,495.0,480.0,100.0,42.74%
Roselawn High,50757395036884,Turlock Unified,1,,,,,null%
Turlock High,50757395037700,Turlock Unified,228,486.0,493.0,479.0,91.0,39.91%
East Nicolaus High,51713735132758,East Nicolaus Joint Union High,34,507.0,505.0,487.0,17.0,50%
Live Oak High,51713995135256,Live Oak Unified,59,434.0,457.0,426.0,7.0,11.86%
South Sutter Charter,51714070109793,Marcum-Illinois Union Elementary,13,523.0,488.0,465.0,6.0,46.15%
California Virtual Academy @ Sutter,51714150129007,Meridian Elementary,0,,,,,null%
Sutter High,51714495137500,Sutter Union High,78,492.0,499.0,471.0,32.0,41.03%
River Valley High,51714640107722,Yuba City Unified,145,488.0,502.0,479.0,64.0,44.14%
Albert Powell Continuation,51714645130018,Yuba City Unified,2,,,,,null%
Yuba City Unified Alternative,51714645130075,Yuba City Unified,0,,,,,null%
Yuba City Charter,51714645130125,Yuba City Unified,1,,,,,null%
Yuba City High,51714645139001,Yuba City Unified,134,483.0,493.0,476.0,49.0,36.57%
Making Waves Academy,7100740114470,Contra Costa County Office of Education,73,454.0,478.0,452.0,19.0,26.03%
Clayton Valley Charter High,7100740731380,Contra Costa County Office of Education,240,512.0,508.0,501.0,124.0,51.67%
Acalanes Center for Independent Study,7616300107524,Acalanes Union High,2,,,,,null%
Acalanes High,7616300730283,Acalanes Union High,234,586.0,604.0,587.0,195.0,83.33%
Campolindo High,7616300731125,Acalanes Union High,260,603.0,617.0,616.0,237.0,91.15%
Las Lomas High,7616300733725,Acalanes Union High,247,565.0,554.0,560.0,181.0,73.28%
Miramonte High,7616300734244,Acalanes Union High,218,628.0,633.0,633.0,203.0,93.12%
Dozier-Libbey Medical High,7616480117218,Antioch Unified,85,496.0,485.0,495.0,35.0,41.18%
Live Oak High (Continuation),7616480730101,Antioch Unified,1,,,,,null%
Prospects High (Alternative),7616480730259,Antioch Unified,1,,,,,null%
Deer Valley High,7616480730465,Antioch Unified,248,478.0,477.0,464.0,94.0,37.9%
Antioch High,7616480730861,Antioch Unified,134,477.0,465.0,463.0,45.0,33.58%
Vista Oaks Charter,7616630130930,Byron Union Elementary,0,,,,,null%
John Swett High,7616970737023,John Swett Unified,31,477.0,512.0,485.0,14.0,45.16%
Heritage High,7617210107797,Liberty Union High,324,520.0,510.0,511.0,180.0,55.56%
Freedom High,7617210730457,Liberty Union High,227,470.0,455.0,464.0,70.0,30.84%
Independence High,7617210730572,Liberty Union High,2,,,,,null%
Liberty High,7617210733980,Liberty Union High,262,479.0,479.0,476.0,103.0,39.31%
Briones (Alternative),7617390730473,Martinez Unified,0,,,,,null%
Alhambra Senior High,7617390730549,Martinez Unified,118,518.0,543.0,523.0,70.0,59.32%
Northgate High,7617540730044,Mt. Diablo Unified,180,568.0,586.0,566.0,134.0,74.44%
Horizons Alternative,7617540730317,Mt. Diablo Unified,2,,,,,null%
College Park High,7617540731646,Mt. Diablo Unified,235,540.0,558.0,527.0,154.0,65.53%
Concord High,7617540731836,Mt. Diablo Unified,121,491.0,505.0,488.0,56.0,46.28%
Mt. Diablo High,7617540734566,Mt. Diablo Unified,113,437.0,436.0,436.0,25.0,22.12%
Ygnacio Valley High,7617540737809,Mt. Diablo Unified,102,458.0,455.0,451.0,33.0,32.35%
Pittsburg Senior High,7617880735407,Pittsburg Unified,290,446.0,436.0,442.0,64.0,22.07%
Leadership Public Schools: Richmond,7617960101477,West Contra Costa Unified,102,394.0,413.0,410.0,11.0,10.78%
