School Name,School Code,District Name,Number of Test Takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
California Connections Academy @ Ripon,39686500125849,Ripon Unified,11,542,487,535,6,54.55%
Ripon High,39686503935756,Ripon Unified,101,497,494,487,41,40.59%
Cesar Chavez High,39686760108159,Stockton Unified,148,413,410,417,18,12.16%
Edward C. Merlo Institute of Environmental Studies,39686760115402,Stockton Unified,22,359,361,370,0,0%
Aspire Langston Hughes Academy,39686760118497,Stockton Unified,51,407,431,408,9,17.65%
Stockton Unified Early College Academy,39686760119743,Stockton Unified,91,531,551,519,62,68.13%
Stockton High,39686760119784,Stockton Unified,0,null,null,null,null,null%
Stockton Collegiate International Secondary,39686760120733,Stockton Unified,24,496,436,475,6,25%
Health Careers Academy,39686760123802,Stockton Unified,77,421,416,418,14,18.18%
Pacific Law Academy,39686760124248,Stockton Unified,0,null,null,null,null,null%
Weber Institute,39686763930427,Stockton Unified,13,440,431,420,2,15.38%
Edison High,39686763932100,Stockton Unified,165,419,435,420,27,16.36%
Franklin High,39686763932654,Stockton Unified,194,431,433,423,29,14.95%
Stagg Senior High,39686763937406,Stockton Unified,94,426,425,425,17,18.09%
Millennium Charter,39754990102392,Tracy Joint Unified,67,483,487,480,23,34.33%
John C. Kimball High,39754990119040,Tracy Joint Unified,216,500,509,500,103,47.69%
Merrill F. West High,39754993930302,Tracy Joint Unified,198,491,504,479,86,43.43%
Tracy High,39754993938008,Tracy Joint Unified,197,499,508,496,88,44.67%
Grizzly ChalleNGe Charter,40104050101725,San Luis Obispo County Office of Education,0,null,null,null,null,null%
San Luis Obispo County Juvenile Court,40104054030078,San Luis Obispo County Office of Education,1,null,null,null,null,null%
West Mall Alternative,40687004030102,Atascadero Unified,1,null,null,null,null,null%
Atascadero High,40687004030755,Atascadero Unified,130,546,532,521,89,68.46%
Nipomo High,40687594030268,Lucia Mar Unified,86,508,511,490,40,46.51%
Arroyo Grande High,40687594030557,Lucia Mar Unified,231,535,543,524,146,63.2%
Morro Bay High,40688094034807,San Luis Coastal Unified,81,544,551,512,51,62.96%
San Luis Obispo High,40688094036703,San Luis Coastal Unified,222,572,571,549,164,73.87%
Shandon High,40688334037008,Shandon Joint Unified,2,null,null,null,null,null%
Templeton Independent Study High,40688414030185,Templeton Unified,6,null,null,null,null,null%
Templeton High,40688414037701,Templeton Unified,115,535,524,521,71,61.74%
Independence High,40754570119354,Paso Robles Joint Unified,1,null,null,null,null,null%
Paso Robles High,40754574035754,Paso Robles Joint Unified,176,508,504,490,86,48.86%
Coast Union High,40754654032009,Coast Unified,18,522,506,486,9,50%
Half Moon Bay High,41688904132817,Cabrillo Unified,136,525,525,524,85,62.5%
California Virtual Academy @ San Mateo,41689160112284,Jefferson Elementary,9,null,null,null,null,null%
Jefferson High,41689244133393,Jefferson Union High,110,455,468,451,31,28.18%
Oceana High,41689244135075,Jefferson Union High,89,534,550,532,58,65.17%
Terra Nova High,41689244137535,Jefferson Union High,126,537,548,523,85,67.46%
Westmoor High,41689244137790,Jefferson Union High,179,498,540,496,93,51.96%
Pescadero High,41689404135331,La Honda-Pescadero Unified,10,null,null,null,null,null%
Aspire East Palo Alto Charter,41689996114953,Ravenswood City Elementary,0,null,null,null,null,null%
Peninsula High,41690470128165,San Mateo Union High,0,null,null,null,null,null%
Aragon High,41690474130217,San Mateo Union High,231,567,581,572,167,72.29%
Burlingame High,41690474130472,San Mateo Union High,188,557,586,560,146,77.66%
Capuchino High,41690474130738,San Mateo Union High,137,495,508,487,63,45.99%
Hillsdale High,41690474133070,San Mateo Union High,201,524,554,520,120,59.7%
Mills High,41690474134557,San Mateo Union High,222,545,592,543,163,73.42%
San Mateo High,41690474136370,San Mateo Union High,210,558,576,559,144,68.57%
Summit Preparatory Charter High,41690620112722,Sequoia Union High,39,532,531,522,23,58.97%
Everest Public High,41690620119503,Sequoia Union High,53,553,551,538,36,67.92%
East Palo Alto Academy,41690620126722,Sequoia Union High,21,385,422,403,2,9.52%
Carlmont High,41690624130993,Sequoia Union High,349,575,604,569,289,82.81%
Menlo-Atherton High,41690624133716,Sequoia Union High,295,580,593,575,215,72.88%
Redwood High,41690624135687,Sequoia Union High,1,null,null,null,null,null%
Sequoia High,41690624136693,Sequoia Union High,270,510,536,526,147,54.44%
Woodside High,41690624138053,Sequoia Union High,208,500,510,499,108,51.92%
El Camino High,41690704132551,South San Francisco Unified,198,491,517,479,85,42.93%
South San Francisco High,41690704137279,South San Francisco Unified,143,481,499,477,55,38.46%
Family Partnership Home Study Charter,42691120111773,Blochman Union Elementary,0,null,null,null,null,null%
Carpinteria Senior High,42691464230587,Carpinteria Unified,67,479,499,470,27,40.3%
Cabrillo High,42692294230454,Lompoc Unified,91,528,520,504,56,61.54%
Lompoc High,42692294233060,Lompoc Unified,54,474,478,464,21,38.89%
Olive Grove,42692454230199,Los Olivos Elementary,3,null,null,null,null,null%
Orcutt Academy Charter,42692600116434,Orcutt Union Elementary,84,514,508,492,47,55.95%
Pioneer Valley High,42693100102285,Santa Maria Joint Union High,173,455,463,451,46,26.59%
Ernest Righetti High,42693104234613,Santa Maria Joint Union High,181,486,500,482,78,43.09%
Santa Maria High,42693104236030,Santa Maria Joint Union High,173,416,447,415,24,13.87%
Santa Ynez Valley Union High,42693284236345,Santa Ynez Valley Union High,147,521,530,516,87,59.18%
Cuyama Valley High,42750104231205,Cuyama Joint Unified,3,null,null,null,null,null%
Alta Vista Alternative High,42767860120402,Santa Barbara Unified,12,568,548,558,10,83.33%
Dos Pueblos Senior High,42767864231726,Santa Barbara Unified,325,539,557,529,204,62.77%
San Marcos Senior High,42767864235230,Santa Barbara Unified,201,518,532,514,116,57.71%
Santa Barbara Senior High,42767864235727,Santa Barbara Unified,257,537,539,529,159,61.87%
Leadership Public Schools - San Jose,43104390102905,Santa Clara County Office of Education,49,377,392,381,2,4.08%
University Preparatory Academy Charter,43104390113431,Santa Clara County Office of Education,74,535,546,537,46,62.16%
Magnolia Science Academy Santa Clara,43104390120261,Santa Clara County Office of Education,3,null,null,null,null,null%
Silicon Valley Flex Academy,43104390121780,Santa Clara County Office of Education,6,null,null,null,null,null%
Summit Public School: Tahoma,43104390123794,Santa Clara County Office of Education,61,490,483,483,22,36.07%
Leigh High,43694014330239,Campbell Union High,226,551,573,544,158,69.91%
Boynton High,43694014330759,Campbell Union High,2,null,null,null,null,null%
Branham High,43694014330866,Campbell Union High,216,539,543,540,137,63.43%
Del Mar High,43694014331955,Campbell Union High,93,468,465,459,31,33.33%
Prospect High,43694014336137,Campbell Union High,153,534,552,531,98,64.05%
Westmont High,43694014338505,Campbell Union High,202,528,537,529,125,61.88%
"Escuela Popular/Center for Training and Careers, F",43694270107151,East Side Union High,0,null,null,null,null,null%
KIPP San Jose Collegiate,43694270116889,East Side Union High,43,467,508,482,16,37.21%
Summit Public School: Rainier,43694270123745,East Side Union High,52,488,497,493,25,48.08%
Calero High,43694270125427,East Side Union High,0,null,null,null,null,null%
Yerba Buena High,43694274330015,East Side Union High,179,450,487,454,59,32.96%
Santa Teresa High,43694274330023,East Side Union High,300,516,536,508,169,56.33%
Independence High,43694274330031,East Side Union High,375,491,524,493,185,49.33%
Apollo High,43694274330361,East Side Union High,8,null,null,null,null,null%
Latino College Preparatory Academy,43694274330668,East Side Union High,61,367,383,380,0,0%
San Jose Conservation Corps Charter,43694274330676,East Side Union High,0,null,null,null,null,null%
Evergreen Valley High,43694274330692,East Side Union High,452,558,601,565,334,73.89%
Escuela Popular Accelerated Family Learning,43694274330726,East Side Union High,0,null,null,null,null,null%
Andrew P. Hill High,43694274332995,East Side Union High,193,492,527,493,95,49.22%
James Lick High,43694274333639,East Side Union High,117,440,467,440,35,29.91%
Mount Pleasant High,43694274334900,East Side Union High,166,448,481,442,43,25.9%
Oak Grove High,43694274335204,East Side Union High,177,494,519,487,87,49.15%
William C. Overfelt High,43694274335428,East Side Union High,115,434,471,429,30,26.09%
Piedmont Hills High,43694274335907,East Side Union High,364,527,570,538,233,64.01%
Silver Creek High,43694274337903,East Side Union High,308,516,551,511,179,58.12%
Cupertino High,43694684331799,Fremont Union High,362,598,660,619,315,87.02%
Fremont High,43694684332474,Fremont Union High,230,522,555,525,137,59.57%
Homestead High,43694684333316,Fremont Union High,412,586,627,591,338,82.04%
Lynbrook High,43694684334421,Fremont Union High,398,639,698,664,382,95.98%
Monta Vista High,43694684334462,Fremont Union High,513,638,691,657,487,94.93%
Dr. T. J. Owens Gilroy Early College Academy,43694840114496,Gilroy Unified,43,567,563,552,30,69.77%
Christopher High,43694840118380,Gilroy Unified,232,489,487,484,94,40.52%
Gilroy High,43694844332839,Gilroy Unified,103,465,476,464,35,33.98%
Los Gatos High,43695344334371,Los Gatos-Saratoga Joint Union High,379,595,608,589,328,86.54%
Saratoga High,43695344337762,Los Gatos-Saratoga Joint Union High,319,639,674,650,302,94.67%
Ann Sobrato High,43695830102368,Morgan Hill Unified,161,522,536,515,101,62.73%
Live Oak High,43695834333951,Morgan Hill Unified,149,479,473,474,55,36.91%
Los Altos High,43696094334116,Mountain View-Los Altos Union High,246,611,636,622,217,88.21%
Mountain View High,43696094334728,Mountain View-Los Altos Union High,336,594,617,589,271,80.65%
Henry M. Gunn High,43696414332904,Palo Alto Unified,330,642,686,646,310,93.94%
Palo Alto High,43696414335782,Palo Alto Unified,370,627,657,624,330,89.19%
Gunderson High,43696664330080,San Jose Unified,111,477,474,461,44,39.64%
Liberty High (Alternative),43696664330502,San Jose Unified,1,null,null,null,null,null%
Downtown College Preparatory,43696664330585,San Jose Unified,3,null,null,null,null,null%
Middle College High,43696664330593,San Jose Unified,0,null,null,null,null,null%
Broadway High,43696664332110,San Jose Unified,1,null,null,null,null,null%
Leland High,43696664333522,San Jose Unified,339,600,641,603,293,86.43%
Abraham Lincoln High,43696664333795,San Jose Unified,195,489,491,484,79,40.51%
Pioneer High,43696664335949,San Jose Unified,259,530,540,531,159,61.39%
San José High,43696664337200,San Jose Unified,111,442,450,455,27,24.32%
Willow Glen High,43696664338950,San Jose Unified,180,501,508,496,90,50%
Santa Clara High,43696744330122,Santa Clara Unified,230,512,522,504,121,52.61%
Wilson Alternative,43696744330247,Santa Clara Unified,1,null,null,null,null,null%
Adrian Wilcox High,43696744338802,Santa Clara Unified,231,521,540,526,136,58.87%
Milpitas High,43733874334470,Milpitas Unified,450,527,563,524,279,62%
Pacific Collegiate Charter,44104474430252,Santa Cruz County Office of Education,66,638,638,630,62,93.94%
Cypress Charter High,44697650100305,Live Oak Elementary,17,549,462,506,10,58.82%
Pajaro Valley High,44697990105858,Pajaro Valley Unified,115,433,436,430,21,18.26%
Ceiba College Preparatory Academy,44697990117804,Pajaro Valley Unified,1,null,null,null,null,null%
Pacific Coast Charter,44697994430229,Pajaro Valley Unified,3,null,null,null,null,null%
Aptos High,44697994430518,Pajaro Valley Unified,152,532,529,521,91,59.87%
Watsonville High,44697994437901,Pajaro Valley Unified,182,437,452,433,38,20.88%
Ocean Grove Charter,44698070110007,San Lorenzo Valley Unified,20,620,546,554,15,75%
SLVUSD Charter,44698074430179,San Lorenzo Valley Unified,0,null,null,null,null,null%
San Lorenzo Valley High,44698074436754,San Lorenzo Valley Unified,94,535,521,517,52,55.32%
Ark Independent Studies,44698234430096,Santa Cruz City High,1,null,null,null,null,null%
Delta Charter,44698234430187,Santa Cruz City High,1,null,null,null,null,null%
Alternative Family Education,44698234430195,Santa Cruz City High,0,null,null,null,null,null%
Harbor High,44698234432340,Santa Cruz City High,123,498,518,497,60,48.78%
Santa Cruz High,44698234437109,Santa Cruz City High,161,555,570,547,116,72.05%
Soquel High,44698234437406,Santa Cruz City High,127,534,505,532,85,66.93%
Scotts Valley High,44754324430211,Scotts Valley Unified,121,550,551,547,88,72.73%
West Valley High,45698564530028,Anderson Union High,65,498,512,480,35,53.85%
Oakview High (Alternative),45698564530051,Anderson Union High,0,null,null,null,null,null%
Anderson New Technology High,45698564530333,Anderson Union High,10,null,null,null,null,null%
Anderson High,45698564530804,Anderson Union High,22,472,484,455,8,36.36%
Burney Junior-Senior High,45699894531000,Fall River Joint Unified,4,null,null,null,null,null%
Fall River Junior-Senior High,45699894533600,Fall River Joint Unified,17,508,535,511,10,58.82%
Stellar Secondary Charter High,45701104530341,Redding Elementary,2,null,null,null,null,null%
University Preparatory,45701360106013,Shasta Union High,74,577,568,551,59,79.73%
Foothill High,45701364530044,Shasta Union High,60,557,577,528,46,76.67%
Shasta Charter Academy,45701364530267,Shasta Union High,8,null,null,null,null,null%
North State Independence High,45701364530309,Shasta Union High,0,null,null,null,null,null%
Enterprise High,45701364532750,Shasta Union High,70,536,544,507,40,57.14%
Shasta High,45701364537304,Shasta Union High,90,554,549,546,61,67.78%
Northern Summit Academy,45701690129957,Whitmore Union Elementary,0,null,null,null,null,null%
Academy of Personalized Learning,45752670120170,Gateway Unified,9,null,null,null,null,null%
Gateway Educational Options,45752674530101,Gateway Unified,0,null,null,null,null,null%
Central Valley High,45752674531901,Gateway Unified,38,483,487,467,15,39.47%
Downieville Junior-Senior High,46701774632303,Sierra-Plumas Joint Unified,1,null,null,null,null,null%
Loyalton High,46701774634259,Sierra-Plumas Joint Unified,9,null,null,null,null,null%
Golden Eagle Charter,47104700117168,Siskiyou County Office of Education,1,null,null,null,null,null%
Dunsmuir High,47702504732707,Dunsmuir Joint Union High,3,null,null,null,null,null%
Happy Camp High,47704664734356,Siskiyou Union High,7,null,null,null,null,null%
Mt. Shasta High,47704664735403,Siskiyou Union High,32,529,501,513,17,53.13%
Weed High,47704664738753,Siskiyou Union High,16,474,481,467,8,50%
Yreka High,47705164739207,Yreka Union High,53,517,520,482,24,45.28%
Butte Valley High,47736844731253,Butte Valley Unified,3,null,null,null,null,null%
Etna Union High,47764554733309,Scott Valley Unified,21,527,516,488,11,52.38%
Benicia High,48705244831004,Benicia Unified,183,554,560,538,126,68.85%
Dixon High,48705324832259,Dixon Unified,133,489,517,472,65,48.87%
Matt Garcia Learning Center,48705400123356,Fairfield-Suisun Unified,0,null,null,null,null,null%
Angelo Rodriguez High,48705404830170,Fairfield-Suisun Unified,251,490,487,489,111,44.22%
Armijo High,48705404830451,Fairfield-Suisun Unified,181,498,504,494,80,44.2%
Fairfield High,48705404833000,Fairfield-Suisun Unified,89,458,453,451,25,28.09%
Vanden High,48705654838801,Travis Unified,180,513,510,504,98,54.44%
Will C. Wood High,48705734830089,Vacaville Unified,137,487,523,475,59,43.07%
Elise P. Buckingham Charter Magnet High,48705734830113,Vacaville Unified,51,545,537,533,39,76.47%
Vacaville High,48705734837803,Vacaville Unified,237,499,515,492,127,53.59%
Jesse M. Bethel High,48705814830147,Vallejo City Unified,144,453,464,447,45,31.25%
MIT Academy,48705814830196,Vallejo City Unified,0,null,null,null,null,null%
Vallejo High,48705814838504,Vallejo City Unified,92,434,426,418,16,17.39%
Analy High,49706074930400,West Sonoma County Union High,154,551,563,544,109,70.78%
El Molino High,49706074931507,West Sonoma County Union High,65,532,523,514,38,58.46%
Cloverdale High,49706564930855,Cloverdale Unified,37,465,473,468,10,27.03%
Geyserville New Tech Academy,49707060129981,Geyserville Unified,0,null,null,null,null,null%
Pathways Charter,49707306120588,Harmony Union Elementary,5,null,null,null,null,null%
California Virtual Academy @ Sonoma,49707970107284,Liberty Elementary,4,null,null,null,null,null%
Pivot Online Charter - North Bay,49708390120584,Oak Grove Union Elementary,2,null,null,null,null,null%
Gateway to College Academy,49708620128157,Petaluma Joint Union High,0,null,null,null,null,null%
Casa Grande High,49708624930012,Petaluma Joint Union High,201,526,549,525,124,61.69%
Valley Oaks High (Alternative),49708624930236,Petaluma Joint Union High,2,null,null,null,null,null%
Petaluma High,49708624935151,Petaluma Joint Union High,174,560,553,550,131,75.29%
Northwest Prep Charter,49708700106344,Piner-Olivet Union Elementary,1,null,null,null,null,null%
Roseland Charter,49709040101923,Roseland,80,406,406,410,7,8.75%
Abraxis Charter,49709200108811,Santa Rosa High,0,null,null,null,null,null%
Elsie Allen High,49709204930160,Santa Rosa High,52,451,476,457,12,23.08%
Maria Carrillo High,49709204930244,Santa Rosa High,180,571,587,563,145,80.56%
Montgomery High,49709204934154,Santa Rosa High,147,540,563,535,98,66.67%
Piner High,49709204935292,Santa Rosa High,71,480,490,476,30,42.25%
Santa Rosa High,49709204936803,Santa Rosa High,142,554,550,549,100,70.42%
Sonoma Valley High,49709534937256,Sonoma Valley Unified,139,478,496,481,61,43.88%
Orchard View,49709614930319,Twin Hills Union Elementary,5,null,null,null,null,null%
Credo High,49738820123786,Cotati-Rohnert Park Unified,0,null,null,null,null,null%
Academy of Arts and Sciences: Sonoma,49738820127092,Cotati-Rohnert Park Unified,2,null,null,null,null,null%
Technology High,49738824930384,Cotati-Rohnert Park Unified,35,574,587,567,30,85.71%
Rancho Cotate High,49738824935482,Cotati-Rohnert Park Unified,118,478,484,467,40,33.9%
Windsor High,49753584930228,Windsor Unified,160,518,496,516,86,53.75%
Healdsburg High,49753904932554,Healdsburg Unified,55,518,526,508,31,56.36%
Stanislaus Alternative Charter,50105040129023,Stanislaus County Office of Education,0,null,null,null,null,null%
Valley Charter High,50105045030234,Stanislaus County Office of Education,15,523,476,489,8,53.33%
Whitmore Charter High,50710430107136,Ceres Unified,18,561,522,542,11,61.11%
Central Valley High,50710430108076,Ceres Unified,203,434,434,433,43,21.18%
Endeavor Alternative,50710435030168,Ceres Unified,0,null,null,null,null,null%
Ceres High,50710435030879,Ceres Unified,147,458,464,450,44,29.93%
Denair Charter Academy,50710685030267,Denair Unified,2,null,null,null,null,null%
Denair High,50710685031521,Denair Unified,44,473,450,449,11,25%
Hart-Ransom Academic Charter,50710926112965,Hart-Ransom Union Elementary,2,null,null,null,null,null%
Keyes to Learning Charter,50711346113286,Keyes Union,6,null,null,null,null,null%
James C. Enochs High,50711750110593,Modesto City High,245,499,514,487,118,48.16%
Aspire Vanguard College Preparatory Academy,50711750120212,Modesto City High,10,null,null,null,null,null%
Joseph A. Gregori High,50711750121129,Modesto City High,233,480,479,465,82,35.19%
Fred C. Beyer High,50711755030010,Modesto City High,152,509,509,489,75,49.34%
Peter Johansen High,50711755030135,Modesto City High,140,449,446,435,33,23.57%
Grace M. Davis High,50711755031380,Modesto City High,81,460,454,442,21,25.93%
Thomas Downey High,50711755031802,Modesto City High,136,494,499,483,62,45.59%
Modesto High,50711755034905,Modesto City High,247,481,484,479,101,40.89%
Del Puerto High,50712175030127,Patterson Joint Unified,1,null,null,null,null,null%
Patterson High,50712175036256,Patterson Joint Unified,162,440,435,437,34,20.99%
Orestimba High,50736015035902,Newman-Crows Landing Unified,76,428,452,444,22,28.95%
Hughson High,50755495032651,Hughson Unified,87,471,476,456,26,29.89%
Riverbank High,50755565036850,Riverbank Unified,66,433,458,434,16,24.24%
Oakdale Charter High,50755645030176,Oakdale Joint Unified,2,null,null,null,null,null%
Valley Oak Junior and Senior High,50755645030192,Oakdale Joint Unified,0,null,null,null,null,null%
Oakdale High,50755645035654,Oakdale Joint Unified,138,509,511,502,64,46.38%
Waterford High,50755725030259,Waterford Unified,57,464,481,465,21,36.84%
Connecting Waters Charter,50755725030317,Waterford Unified,34,541,506,504,18,52.94%
eCademy Charter at Crane,50757390124669,Turlock Unified,1,null,null,null,null,null%
Fusion Charter,50757390131185,Turlock Unified,0,null,null,null,null,null%
John H. Pitman High,50757395030283,Turlock Unified,234,483,495,480,100,42.74%
Roselawn High,50757395036884,Turlock Unified,1,null,null,null,null,null%
Turlock High,50757395037700,Turlock Unified,228,486,493,479,91,39.91%
East Nicolaus High,51713735132758,East Nicolaus Joint Union High,34,507,505,487,17,50%
Live Oak High,51713995135256,Live Oak Unified,59,434,457,426,7,11.86%
South Sutter Charter,51714070109793,Marcum-Illinois Union Elementary,13,523,488,465,6,46.15%
California Virtual Academy @ Sutter,51714150129007,Meridian Elementary,0,null,null,null,null,null%
Sutter High,51714495137500,Sutter Union High,78,492,499,471,32,41.03%
River Valley High,51714640107722,Yuba City Unified,145,488,502,479,64,44.14%
Albert Powell Continuation,51714645130018,Yuba City Unified,2,null,null,null,null,null%
Yuba City Unified Alternative,51714645130075,Yuba City Unified,0,null,null,null,null,null%
Yuba City Charter,51714645130125,Yuba City Unified,1,null,null,null,null,null%
Yuba City High,51714645139001,Yuba City Unified,134,483,493,476,49,36.57%
Tehama eLearning Academy,52105206119671,Tehama County Office of Education,1,null,null,null,null,null%
Corning High,52715065231709,Corning Union High,53,478,469,452,17,32.08%
Los Molinos High,52715715235106,Los Molinos Unified,20,449,445,412,4,20%
Red Bluff High,52716395237201,Red Bluff Joint Union High,84,499,526,490,44,52.38%
Southern Trinity High,53738335337423,Southern Trinity Joint Unified,2,null,null,null,null,null%
Hayfork High,53750285337407,Mountain Valley Unified,3,null,null,null,null,null%
Trinity High,53765135337456,Trinity Alps Unified,30,498,490,462,15,50%
University Preparatory High,54105460119602,Tulare County Office of Education,23,514,481,498,13,56.52%
La Sierra High,54105465430327,Tulare County Office of Education,0,null,null,null,null,null%
Eleanor Roosevelt Community Learning Center,54105466119291,Tulare County Office of Education,5,null,null,null,null,null%
Central California Connections Academy,54718030112458,Alpaugh Unified,3,null,null,null,null,null%
Alpaugh Junior-Senior High,54718035430301,Alpaugh Unified,6,null,null,null,null,null%
Summit Charter Academy,54718370109009,Burton Elementary,10,null,null,null,null,null%
Burton Pathways Charter Academy,54718370122705,Burton Elementary,1,null,null,null,null,null%
Esperanza High,54718605430095,Cutler-Orosi Joint Unified,0,null,null,null,null,null%
Orosi High,54718605433230,Cutler-Orosi Joint Unified,97,412,419,414,11,11.34%
Loma Vista Charter,54719930124776,Lindsay Unified,0,null,null,null,null,null%
Lindsay Senior High,54719935432414,Lindsay Unified,115,411,404,415,16,13.91%
Crescent Valley Public Charter,54721400123273,Stone Corral Elementary,0,null,null,null,null,null%
Mission Oak High,54722490116368,Tulare Joint Union High,162,437,452,435,41,25.31%
Sierra Vista Charter High,54722490130708,Tulare Joint Union High,0,null,null,null,null,null%
Tulare Union High,54722495435409,Tulare Joint Union High,146,460,468,447,37,25.34%
Tulare Western High,54722495435466,Tulare Joint Union High,131,451,450,452,31,23.66%
Visalia Charter Independent Study,54722560109751,Visalia Unified,11,437,422,442,2,18.18%
Visalia Technical Early College,54722560120659,Visalia Unified,0,null,null,null,null,null%
Golden West High,54722565430046,Visalia Unified,125,478,469,468,39,31.2%
El Diamante High,54722565430368,Visalia Unified,208,480,465,475,76,36.54%
Mt. Whitney High,54722565432828,Visalia Unified,132,478,478,460,49,37.12%
Redwood High,54722565434527,Visalia Unified,225,497,500,493,106,47.11%
Farmersville High,54753255430210,Farmersville Unified,79,399,413,400,6,7.59%
Butterfield Charter High,54755230114348,Porterville Unified,0,null,null,null,null,null%
Harmony Magnet Academy,54755230116590,Porterville Unified,80,472,483,464,27,33.75%
Granite Hills High,54755235430251,Porterville Unified,78,444,441,433,16,20.51%
Prospect Education Center,54755235430350,Porterville Unified,0,null,null,null,null,null%
Monache High,54755235432786,Porterville Unified,163,458,487,447,56,34.36%
Porterville High,54755235434113,Porterville Unified,167,431,449,442,43,25.75%
Strathmore High,54755235434931,Porterville Unified,27,393,383,388,3,11.11%
Ronald Reagan Academy,54755310102186,Dinuba Unified,0,null,null,null,null,null%
Dinuba High,54755315431184,Dinuba Unified,182,422,434,412,28,15.38%
Woodlake High,54767945436282,Woodlake Unified,70,443,448,438,13,18.57%
Exeter Independent Study (Alternative),54768365430087,Exeter Unified,0,null,null,null,null,null%
Exeter Union High,54768365431598,Exeter Unified,72,478,486,485,30,41.67%
California Virtual Academy @ Jamestown,55723630100099,Jamestown Elementary,9,null,null,null,null,null%
Theodore Bird High,55723895530043,Sonora Union High,1,null,null,null,null,null%
Sonora High,55723895536503,Sonora Union High,73,530,524,514,43,58.9%
Gold Rush Charter,55724130112276,Summerville Union High,0,null,null,null,null,null%
Connections Visual and Performing Arts Academy,55724135530191,Summerville Union High,0,null,null,null,null,null%
Summerville High,55724135536750,Summerville Union High,58,504,489,491,25,43.1%
Tioga High,55751845530076,Big Oak Flat-Groveland Unified,5,null,null,null,null,null%
Don Pedro High,55751845530084,Big Oak Flat-Groveland Unified,3,null,null,null,null,null%
Vista Real Charter High,56105610109900,Ventura County Office of Education,3,null,null,null,null,null%
River Oaks Academy,56105610122713,Ventura County Office of Education,1,null,null,null,null,null%
Fillmore Senior High,56724545632021,Fillmore Unified,84,471,493,451,28,33.33%
Golden Valley Charter,56724705630363,Mesa Union Elementary,6,null,null,null,null,null%
Academy of Arts and Sciences: Thousand Oaks & Simi,56725040127043,Mupu Elementary,5,null,null,null,null,null%
Academy of Arts and Sciences: Oxnard & Ventura,56725040127076,Mupu Elementary,1,null,null,null,null,null%
Nordhoff High,56725205634076,Ojai Unified,93,521,529,505,52,55.91%
"Architecture, Construction & Engineering Charter H",56725460120634,Oxnard Union High,0,null,null,null,null,null%
Condor High,56725460125674,Oxnard Union High,0,null,null,null,null,null%
Pacifica High,56725465630389,Oxnard Union High,236,460,467,454,77,32.63%
Adolfo Camarillo High,56725465631619,Oxnard Union High,271,530,561,521,184,67.9%
Channel Islands High,56725465631742,Oxnard Union High,167,431,448,432,39,23.35%
Hueneme High,56725465632849,Oxnard Union High,93,433,424,432,16,17.2%
Oxnard High,56725465634548,Oxnard Union High,269,474,484,469,100,37.17%
Rio Mesa High,56725465634761,Oxnard Union High,155,485,493,476,65,41.94%
Monte Vista,56726035630249,Simi Valley Unified,6,null,null,null,null,null%
Santa Susana High,56726035630322,Simi Valley Unified,99,564,573,556,79,79.8%
Royal High,56726035635008,Simi Valley Unified,148,520,529,514,90,60.81%
Simi Valley High,56726035636188,Simi Valley Unified,193,528,551,524,112,58.03%
El Camino High,56726525630298,Ventura Unified,30,563,515,537,23,76.67%
Foothill Technology High,56726525630348,Ventura Unified,185,542,539,530,121,65.41%
Buena High,56726525630793,Ventura Unified,147,507,513,489,81,55.1%
Ventura High,56726525637822,Ventura Unified,192,517,519,508,105,54.69%
Century Academy,56737590123349,Conejo Valley Unified,9,null,null,null,null,null%
Westlake High,56737595630116,Conejo Valley Unified,389,570,592,573,298,76.61%
Newbury Park High,56737595633748,Conejo Valley Unified,396,555,570,542,276,69.7%
Thousand Oaks High,56737595637004,Conejo Valley Unified,327,543,559,540,227,69.42%
Oak Park High,56738745630132,Oak Park Unified,248,580,591,586,198,79.84%
Oak View High,56738745630199,Oak Park Unified,1,null,null,null,null,null%
Oak Park Independent,56738745630256,Oak Park Unified,14,519,459,488,6,42.86%
IvyTech Charter,56739400121426,Moorpark Unified,0,null,null,null,null,null%
The High School at Moorpark College,56739405630371,Moorpark Unified,23,527,506,519,15,65.22%
Moorpark High,56739405633250,Moorpark Unified,237,541,550,533,162,68.35%
Santa Paula High,56768285635776,Santa Paula Unified,145,416,431,421,17,11.72%
Da Vinci Charter Academy,57726780119578,Davis Joint Unified,77,589,573,558,70,90.91%
Davis School for Independent Study,57726785730098,Davis Joint Unified,7,null,null,null,null,null%
Davis Senior High,57726785732201,Davis Joint Unified,457,596,620,590,386,84.46%
Esparto High,57726865732904,Esparto Unified,32,448,451,449,9,28.13%
West Sacramento Early College Prep Charter,57726940115329,Washington Unified,8,null,null,null,null,null%
River City High,57726945735154,Washington Unified,226,457,453,443,60,26.55%
Winters High,57727025738505,Winters Joint Unified,45,487,467,473,16,35.56%
Pioneer High,57727100101162,Woodland Joint Unified,149,478,476,455,51,34.23%
Woodland Senior High,57727105738802,Woodland Joint Unified,118,477,469,468,44,37.29%
Yuba County Career Preparatory Charter,58105875830112,Yuba County Office of Education,0,null,null,null,null,null%
Camptonville Academy,58727286115935,Camptonville Elementary,10,null,null,null,null,null%
